날짜,시가,고가,저가,종가,거래량,등락률,MA20,MA60,MA120
2025-07-29,70800,70800,68800,70600,28190940,0.284,64640.0,59845.0,58065.0
2025-07-30,71000,73700,70600,72600,34761444,2.833,65230.0,60130.0,58230.833
2025-07-31,73000,74000,71000,71400,26568072,-1.653,65610.0,60415.0,58385.0
2025-08-01,70200,72000,68800,68900,24038534,-3.501,65890.0,60653.333,58509.167
2025-08-04,69500,70200,68700,69700,14780072,1.161,66290.0,60905.0,58642.5
2025-08-05,71000,71500,69700,69900,14392903,0.287,66715.0,61156.667,58761.667
2025-08-06,69200,69400,68300,68800,12542415,-1.574,67135.0,61343.333,58870.833
2025-08-07,70800,71000,69700,70500,15008213,2.471,67610.0,61570.0,58993.333
2025-08-08,71000,72400,70700,71800,22241128,1.844,68070.0,61810.0,59126.667
2025-08-11,72000,72100,70800,71000,11354253,-1.114,68495.0,62038.333,59251.667
2025-08-12,71100,72400,71100,71100,15797656,0.141,68865.0,62276.667,59377.5
2025-08-13,71900,72100,71400,71900,12305742,1.125,69225.0,62545.0,59502.5
2025-08-14,71900,71900,71200,71600,11946122,-0.417,69470.0,62806.667,59610.0
2025-08-18,71100,71200,70000,70000,13595591,-2.235,69615.0,63045.0,59706.667
2025-08-19,70400,70700,69700,70000,10533082,0.0,69725.0,63300.0,59805.0
2025-08-20,70100,70700,69400,70500,17445516,0.714,69950.0,63571.667,59915.0
2025-08-21,71500,71900,70600,70600,18843833,0.142,70160.0,63836.667,60026.667
2025-08-22,71700,71800,70800,71400,9277432,1.133,70430.0,64128.333,60150.0
2025-08-25,71700,71800,71000,71500,10345178,0.14,70710.0,64388.333,60276.667
2025-08-26,70800,71100,70300,70300,14712519,-1.678,70705.0,64625.0,60408.333
2025-08-27,70100,70900,69800,70600,10523405,0.427,70705.0,64865.0,60542.5
2025-08-28,70100,70400,69600,69600,11578024,-1.416,70555.0,65078.333,60672.5
2025-08-29,70100,70500,69700,69700,11682267,0.144,70470.0,65276.667,60800.833
2025-09-01,68400,68600,67500,67600,12002343,-3.013,70405.0,65418.333,60916.667
2025-09-02,67800,69500,67800,69100,10604028,2.219,70375.0,65573.333,61045.0
2025-09-03,69200,69800,68800,69800,10283009,1.013,70370.0,65750.0,61180.0
2025-09-04,69500,70100,69300,70100,12284414,0.43,70435.0,65920.0,61306.667
2025-09-05,70300,70400,69500,69500,11502567,-0.856,70385.0,66086.667,61430.0
